分區業務組別代碼	醫事機構代碼	權屬別名稱	醫事機構名稱	機構地址	電話區域號碼	電話號碼	特約類別	型態別代碼	醫事機構種類	終止合約或歇業日期	原始合約起始日期
3	3836170107	私立中醫診所	元泰中醫診所	臺中市龍井區遊園南路１３７號	4	26528855	4	24	A		19991110
3	3836171122	私立中醫診所	新仁安中醫診所	臺中市龍井區中央路三段７３號	4	26380693	4	24	A		20040701
3	3836180069	私立中醫診所	廣茂中醫診所	臺中市霧峰區六股里中正路３４７－４號	4	23398083	4	24	A		19950301
3	3836180103	私立中醫診所	德芳中醫診所	臺中市霧峰區本堂里中正路７０５號	4	23396931	4	24	A		19950301
3	3836180149	私立中醫診所	邱明欣中醫診所	臺中市霧峰區錦榮里中正路９１２號	4	23302097	4	24	A		19950301
3	3836180158	私立中醫診所	慶和中醫診所	臺中市霧峰區本堂里育仁街２３號	4	23302510	4	24	A		19950301
3	3836180176	私立中醫診所	常益中醫診所	臺中市霧峰區甲寅里中正路１１７１之２號１．２樓	4	23326493	4	24	A		19950301
3	3836180185	私立中醫診所	至德中醫診所	臺中市霧峰區本堂里樹仁路９６號	4	23393128	4	24	A		19960110
3	3836181299	私立中醫診所	李采霓中醫診所	臺中市霧峰區林森路７３２號１樓	4	23398985	4	24	A		20070504
3	3836181315	私立中醫診所	霧澄中醫診所	臺中市霧峰區中正路１１２３號	4	23330000	4	24	A		20101116
3	3836190056	私立中醫診所	長春中醫診所	臺中市太平區中興東路２１８－１號１樓	4	22792271	4	24	A		19950301
3	3836190065	私立中醫診所	蔡榮裕中醫診所	臺中市太平區新福里中山路４段２４４號	4	23952079	4	24	A		19950301
3	3836190092	私立中醫診所	永生中醫診所	臺中市太平區中山路二段５３３號	4	23921806	4	24	A		19950301
3	3836190136	私立中醫診所	太極中醫診所	臺中市太平區新坪里中山路三段２０號	4	23918007	4	24	A	20230216	19950301
3	3836190145	私立中醫診所	有生堂中醫診所	臺中市太平區中興里中興路４８號	4	22756298	4	24	A		19950301
3	3836190252	私立中醫診所	尚群中醫診所	臺中市太平區太平路１４８號	4	22779178	4	24	A		19970107
3	3836190261	私立中醫診所	登錦堂中醫診所	臺中市太平區宜欣里溪洲西路１９號	4	22759773	4	24	A		19960526
3	3836190270	私立中醫診所	德光中醫診所	臺中市太平區宜欣里新平路２段２３８號	4	22796839	4	24	A		19970723
3	3836190289	私立中醫診所	仁愛中醫診所	臺中市太平區宜欣里宜昌東路３６號	4	22773786	4	24	A	20240712	19970911
3	3836190323	私立中醫診所	泰平中醫聯合診所	臺中市太平區中興東路１４０號	4	22787758	4	24	A		19990114
3	3836191437	私立中醫診所	順天中醫診所	臺中市太平區中山路４段２０７號２樓	4	23958435	4	24	A		20001230
3	3836191464	私立中醫診所	乾乙堂中醫診所	臺中市太平區新明街４８號	4	23915606	4	24	A	20250703	20010223
3	3836191535	私立中醫診所	迦勒堂中醫診所	臺中市太平區樹德路８９之３號１樓	4	23952947	4	24	A		20011107
3	3836191615	私立中醫診所	德濟中醫聯合診所	臺中市太平區太平路４６７號	4	22787957	4	24	A		20030802
3	3836191651	私立中醫診所	達春中醫診所	臺中市太平區中興路４７號１、２、３樓	4	22750693	4	24	A		20040223
3	3836191697	私立中醫診所	恩典中醫診所	臺中市太平區永豐北路５１號１樓	4	23510458	4	24	A		20050509
3	3836191704	私立中醫診所	廣泰中醫診所	臺中市太平區育才路８１號１樓	4	23911420	4	24	A		20060512
3	3836191731	私立中醫診所	巫冬梅中醫診所	臺中市太平區中興東路３３號１樓	4	22730000	4	24	A		20071101
3	3836191740	私立中醫診所	濟安堂中醫診所	臺中市太平區太平三街１５號１樓	4	22733387	4	24	A		20080303
3	3836191759	私立中醫診所	德隆中醫診所	臺中市太平區中平路１３９號１樓	4	22775289	4	24	A	20250116	20080320
3	3836191802	私立中醫診所	健恩中醫診所	臺中市太平區太平路２５８號１樓	4	22735890	4	24	A		20100225
3	3836191811	私立中醫診所	均和中醫診所	臺中市太平區新平路一段８３號、８３之１號	4	22760846	4	24	A		20100512
3	3836200020	私立中醫診所	佳德中醫診所	臺中市大里區新仁里立仁路７７號	4	22708246	4	24	A		19950301
3	3836200048	私立中醫診所	德明中醫診所	臺中市大里區東榮路２１７號	4	24837040	4	24	A		19950301
3	3836200084	私立中醫診所	富安中醫診所	臺中市大里區大里路１２２號１樓	4	24832312	4	24	A		19950301
3	3836200093	私立中醫診所	回春堂中醫診所	臺中市大里區內新里中興路二段１０３－３、１０５號	4	24865812	4	24	A	20250421	19950301
3	3836200100	私立中醫診所	三曜中醫診所	臺中市大里區東榮路６５５號１樓	4	24070203	4	24	A		19950301
3	3836200128	私立中醫診所	基華內針灸科中醫診所	臺中市大里區金城里塗城路７２２號	4	24939088	4	24	A		19950301
3	3836200155	私立中醫診所	駿發中醫診所	臺中市大里區中興路二段６７１巷６–２號	4	24837879	4	24	A		19950301
3	3836200173	私立中醫診所	健生堂中醫診所	臺中市大里區中興路二段２４７號	4	24826126	4	24	A		19950301
3	3836200299	私立中醫診所	福祥中醫診所	臺中市大里區塗城路６９７號	4	24930132	4	24	A		19960720
3	3836200351	私立中醫診所	立人堂中醫診所	臺中市大里區立仁里立仁路１５０號	4	22794096	4	24	A		19971119
3	3836200388	私立中醫診所	錫安中醫診所	臺中市大里區益民路二段１９８之３號	4	24820576	4	24	A		19980925
3	3836200468	私立中醫診所	頌恩中醫診所	臺中市大里區永興路１２９號	4	24812334	4	24	A		19990701
3	3836200511	私立中醫診所	祐生中醫聯合診所	臺中市大里區西榮里大里路１號	4	24828991	4	24	A		19991102
3	3836201527	私立中醫診所	慈佑中醫診所	臺中市大里區勝利２路９７號	4	24831186	4	24	A		20000505
3	3836201572	私立中醫診所	慶昇中醫診所	臺中市大里區中興路２段３８０之１號１樓	4	24838798	4	24	A		20000908
3	3836201643	私立中醫診所	佰億中醫診所	臺中市大里區仁化里仁化路７１２號	4	24913012	4	24	A		20010102
3	3836201698	私立中醫診所	仁一中醫診所	臺中市大里區東興里東明路２７１號	4	24870369	4	24	A		20010601
3	3836201732	私立中醫診所	正道中醫診所	臺中市大里區東興里東榮路４３０號	4	24822099	4	24	A		20020501
3	3836201750	私立中醫診所	弘安中醫診所	臺中市大里區新仁路１段１５３號	4	22708963	4	24	A		20020702
3	3836201778	私立中醫診所	漢生堂中醫診所	臺中市大里區日新里中興路２段７７號１樓	4	24861017	4	24	A		20020816
3	3836201787	私立中醫診所	益民中醫診所	臺中市大里區大里路３９之１２號	4	24850788	4	24	A		20020906
3	3836201796	私立中醫診所	文宗城中醫診所	臺中市大里區東昇里新光路６５號	4	24862456	4	24	A		20021031
3	3836201867	私立中醫診所	仁和中醫診所	臺中市大里區仁化路６０６號１、２樓	4	24924111	4	24	A		20031118
3	3836201910	私立中醫診所	普門堂中醫診所	臺中市大里區益民路二段３１１號１樓	4	24811181	4	24	A		20040112
3	3836201938	私立中醫診所	頂城中醫診所	臺中市大里區中興路１段１６７之１３號１樓	4	24969669	4	24	A		20040323
3	3836201983	私立中醫診所	德彥中醫診所	臺中市大里區國光里德芳南一街３０號１樓	4	24836377	4	24	A		20041230
3	3836201992	私立中醫診所	安德中醫診所	臺中市大里區文隆街３０號	4	24876749	4	24	A	20250227	20050222
3	3836202024	私立中醫診所	黃昭欽中醫診所	臺中市大里區自立路８９號１樓	4	22756608	4	24	A		20051123
3	3836202042	私立中醫診所	官宋奮中醫診所	臺中市大里區環中東路６段５９２號１樓	4	24839576	4	24	A		20060612
3	3836202060	私立中醫診所	世宏中醫診所	臺中市大里區永隆路２６８號１樓	4	24062733	4	24	A		20061027
3	3836202122	私立中醫診所	天真中醫診所	臺中市大里區中興路２段３５７、３５９，３５９之１號１樓	4	24850169	4	24	A		20080101
3	3836202131	私立中醫診所	天一中醫診所	臺中市大里區永隆二街１８０號１樓	4	24064140	4	24	A		20080101
3	3836202140	私立中醫診所	里仁中醫診所	臺中市大里區東里路１０、１２號１樓	4	24068220	4	24	A		20080919
3	3836202159	私立中醫診所	全真中醫診所	臺中市大里區仁化路４０７號１樓	4	24916088	4	24	A		20090616
3	3836202177	私立中醫診所	永隆堂中醫診所	臺中市大里區永隆路１２３號１樓	4	24075793	4	24	A		20100119
3	3836202202	私立中醫診所	養慎齋中醫診所	臺中市大里區大明路４４６號１樓	4	24181178	4	24	A		20101116
3	3836202211	私立中醫診所	赫林赫中醫診所	臺中市大里區爽文路８６８號１樓	4	24077980	4	24	A		20101122
3	3837010011	私立中醫診所	榮生中醫診所	彰化縣彰化市萬壽里中華路２４２號之１號	4	7228096	4	24	A		19950301
3	3837010039	私立中醫診所	張台蘭中醫診所	彰化縣彰化市南瑤里民族路７號	4	7629068	4	24	A		19950301
3	3837010057	私立中醫診所	鄭先中醫診所	彰化縣彰化市光復里中正路一段３５５號	4	7247890	4	24	A	20220621	19950301
3	3837010084	私立中醫診所	永生中醫診所	彰化縣彰化市中正里中正路一段３２７號	4	7246970	4	24	A		19950301
3	3837010093	私立中醫診所	菩提中醫診所	彰化縣彰化市西安里曉陽路２６２號	4	7234007	4	24	A		19950301
3	3837010128	私立中醫診所	阿喜先中醫診所	彰化縣彰化市南瑤里南瑤路４６號	4	7235909	4	24	A		19950301
3	3837010146	私立中醫診所	大信堂中醫診所	彰化縣彰化市竹中里彰南路二段７號	4	7385137	4	24	A		19950301
3	3837010155	私立中醫診所	正元內科中醫診所	彰化縣彰化市文化里中民街４７．４９號	4	7231633	4	24	A		19950301
3	3837010208	私立中醫診所	全一中醫診所	彰化縣彰化市中正里中正路一段４３號	4	7243186	4	24	A		19950301
3	3837010244	私立中醫診所	光德中醫診所	彰化縣彰化市大同里太平街７２號	4	7227148	4	24	A		19950301
3	3837010262	私立中醫診所	健榮中醫診所	彰化縣彰化市福安里華山路６１號１樓	4	7225765	4	24	A		19950301
3	3837010324	私立中醫診所	裕生中醫診所	彰化縣彰化市永生里民族路４６２號	4	7220205	4	24	A		19950301
3	3837010397	私立中醫診所	楊中醫診所	彰化縣彰化市陽明里三民路４０２–１號	4	7281927	4	24	A		19950301
3	3837010422	私立中醫診所	彰化少林中醫診所	彰化縣彰化市東興里東民街２６號	4	7220171	4	24	A		19950301
3	3837010566	私立中醫診所	祥順中醫聯合診所	彰化縣彰化市中民街７０號	4	7277202	4	24	A		20010401
3	3837010691	私立中醫診所	健雄中醫診所	彰化縣彰化市光南里大埔路７２６號	4	7111678	4	24	A		19970124
3	3837010771	私立中醫診所	同濟中醫聯合診所	彰化縣彰化市彰新路一段２１號１樓	4	7271199	4	24	A		19980103
3	3837010780	私立中醫診所	王耀賢中醫診所	彰化縣彰化市新華里彰美路一段１１０巷１０３－５號１樓	4	7260520	4	24	A	20250522	19980105
3	3837010824	私立中醫診所	現代中醫診所	彰化縣彰化市博愛街50號	4	7280809	4	24	A		19981001
3	3837010851	私立中醫診所	安泰中醫診所	彰化縣彰化市大同里民族路５３８號	4	7274810	4	24	A		19981111
3	3837010888	私立中醫診所	弘健中醫診所	彰化縣彰化市延平里大埔路４６６號	4	7118692	4	24	A		19990212
3	3837010922	私立中醫診所	順泰中醫診所	彰化縣彰化市仁愛路１１０號１樓	4	7294699	4	24	A		19991007
3	3837010940	私立中醫診所	崧傑中醫診所	彰化縣彰化市忠權里自強南路１９５號	4	7297559	4	24	A		19991109
3	3837010977	私立中醫診所	景弘元中醫診所	彰化縣彰化市彰安里曉陽路１９８號	4	7296960	4	24	A	20230508	19991111
3	3837011992	私立中醫診所	聯安中醫診所	彰化縣彰化市新華里自強路２６號	4	7299448	4	24	A		20000229
3	3837012140	私立中醫診所	張銘吉中醫診所	彰化縣彰化市彰南路１段３４０號	4	7326699	4	24	A		20021014
3	3837012202	私立中醫診所	廣仁堂中醫診所	彰化縣彰化市華北里旭光路１１３號１、２樓	4	7269300	4	24	A		20031119
3	3837012211	私立中醫診所	榮癸貞中醫診所	彰化縣彰化市崙平南路１４５、１４７號１樓、２樓	4	7625047	4	24	A		20031128
3	3837012220	私立中醫診所	紫雲堂中醫診所	彰化縣彰化市長順街２３５巷２３號	4	7289023	4	24	A		20031216
3	3837012248	私立中醫診所	冠頤中醫診所	彰化縣彰化市三民路２５７號	4	7282817	4	24	A		20040902
3	3837012275	私立中醫診所	智宗中醫診所	彰化縣彰化市延平里大埔路３７９號	4	7136118	4	24	A		20050217
3	3837012284	私立中醫診所	健彰中醫診所	彰化縣彰化市忠孝里彰美路一段１４１號	4	7278071	4	24	A		20050512
3	3837012319	私立中醫診所	達仁堂中醫診所	彰化縣彰化市民生里三民路２２６．２２８號	4	7295050	4	24	A		20051116
3	3837012346	私立中醫診所	延平中醫診所	彰化縣彰化市成功里旭光西路３８、４０號	4	7289592	4	24	A		20060404
3	3837012355	私立中醫診所	德盛中醫診所	彰化縣彰化市西安里民族路３６２號	4	7281600	4	24	A		20060915
3	3837012364	私立中醫診所	鈺漢堂中醫診所	彰化縣彰化市彰南路２段２５６－１號	4	7388838	4	24	A		20061129
3	3837012382	私立中醫診所	玉衡中醫診所	彰化縣彰化市和調里中山路三段８６號	4	7289128	4	24	A		20070605
3	3837012408	私立中醫診所	一正中醫診所	彰化縣彰化市興北里長壽街１９８號１樓	4	7289642	4	24	A		20071217
3	3837012444	私立中醫診所	健群中醫診所	彰化縣彰化市東興里南郭路一段１０９號	4	7268199	4	24	A		20100707
3	3837012462	私立中醫診所	林明源中醫診所	彰化縣彰化市大竹里彰南路二段２５６之１３號	4	7384102	4	24	A		20101022
3	3837012471	私立中醫診所	詠春中醫診所	彰化縣彰化市東興里東民街６７號１樓	4	7280808	4	24	A		20101119
3	3837012480	私立中醫診所	上安中醫診所	彰化縣彰化市中山里中山路二段６３４、６３６號	4	7201366	4	24	A		20101201
3	3837012506	私立中醫診所	仁安堂中醫診所	彰化縣彰化市南興里天祥路２４７號	4	7633628	4	24	A		20110715
3	3837012542	私立中醫診所	華良中醫診所	彰化縣彰化市自強南路４８號１樓	4	7238269	4	24	A		20120308
3	3837012579	私立中醫診所	振文堂中醫診所	彰化縣彰化市介壽里介壽北路１６８號１樓	4	7229898	4	24	A		20130520
3	3837012588	私立中醫診所	信義中醫診所	彰化縣彰化市南興里天祥路２４３巷１０號１樓	4	7526389	4	24	A		20131224
3	3837012597	私立中醫診所	德一中醫診所	彰化縣彰化市東興里南郭路一段１２３號１樓	4	7229730	4	24	A		20140320
3	3837012604	私立中醫診所	彰化德安中醫診	彰化縣彰化市萬壽里中正路２段１１１號１樓	4	7237943	4	24	A		20140510
3	3837012613	私立中醫診所	東宜中醫診所	彰化縣彰化市彰南路一段３３號１樓	4	7370161	4	24	A		20141104
3	3837012622	私立中醫診所	芙蓉中醫診所	彰化縣彰化市中山里中山路二段６１４號	4	7289757	4	24	A		20150108
3	3837012631	私立中醫診所	恩友中醫診所	彰化縣彰化市中正里中山路二段８０５號１樓	4	7230323	4	24	A	20240529	20150828
3	3837012640	私立中醫診所	崇生中醫診所	彰化縣彰化市中正路二段７３號１樓	4	7255066	4	24	A		20150914
3	3837012659	私立中醫診所	杏田中醫診所	彰化縣彰化市莿桐里彰水路１７８－１８號１樓	4	7626219	4	24	A		20160310
3	3837012686	私立中醫診所	永安中醫診所	彰化縣彰化市萬安里永安街１７４號１樓	4	7285858	4	24	A		20160922
3	3837012702	私立中醫診所	延安中醫診所	彰化縣彰化市中央里和平路９號１樓	4	7287078	4	24	A		20161003
3	3837012711	私立中醫診所	聖景中醫診所	彰化縣彰化市中正路２段４６３號	4	7287371	4	24	A		20180105
3	3837012720	私立中醫診所	弘大中醫診所	彰化縣彰化市公園路一段１４５號１樓	4	7282252	4	24	A		20180126
3	3837012739	私立中醫診所	陳宜見中醫診所	彰化縣彰化市辭修路１８２－１號１樓	4	7285743	4	24	A		20190703
3	3837012757	私立中醫診所	皇誠中醫診所	彰化縣彰化市工校街２５號１樓	4	7270115	4	24	A		20200303
3	3837012766	私立中醫診所	健盛中醫診所	彰化縣彰化市彰美路一段１４３號１樓	4	7235707	4	26	A		20201125
3	3837012775	私立中醫診所	懿臻中醫診所	彰化縣彰化市福山里彰南路一段１７１號１樓	4	7380875	4	26	A		20210903
3	3837012784	私立中醫診所	元貞中醫診所	彰化縣彰化市南興里天祥路２１５巷５號１樓	4	7772205	4	26	A		20230530
3	3837012793	私立中醫診所	上禾中醫診所	彰化縣彰化市中山里中山路二段６４２號１樓	4	7286123	4	26	A		20231002
3	3837012800	私立中醫診所	彰化馬光中醫診所	彰化縣彰化市大同里１６鄰中華路９３號１、２、３樓	4	7230208	4	26	A		20231221
3	3837012819	私立中醫診所	榮癸貞建東中醫診所	彰化縣彰化市阿夷里２４鄰建國東路３７６號１、２樓	4	7288376	4	26	A		20240102
3	3837012828	私立中醫診所	天晴中醫診所	彰化縣彰化市下?里自強路２８８號１、２樓	4	7232738	4	26	A		20241104
3	3837012846	私立中醫診所	耀賢中醫診所	彰化縣彰化市新華里１３鄰彰美路一段１１０巷１０３－５號１樓	4	7260520	4	26	A		20250522
3	3837012855	私立中醫診所	醫禾中醫診所	彰化縣彰化市大同里太平街１４號１、２樓	4	7286797	4	26	A		20250918
3	3837012864	私立中醫診所	龍櫻軒中醫診所	彰化縣彰化市新生里華山路１９１號１、２樓	4	7228643	4	26	A		20251008
3	3837020044	私立中醫診所	李宗峰內科針灸科中醫診所	彰化縣鹿港鎮溝墘里鹿和路三段６０８號	4	7716735	4	24	A		19950301
3	3837020053	私立中醫診所	萬春中醫診所	彰化縣鹿港鎮草中里頂草路四段４０５號	4	7710672	4	24	A		19950301
3	3837020071	私立中醫診所	陽明中醫診所	彰化縣鹿港鎮玉順里中山路４０２號	4	7772701	4	24	A		19950301
3	3837020133	私立中醫診所	新侒中醫診所	彰化縣鹿港鎮景福里民權路１２５號	4	7770911	4	24	A		19991020
3	3837020142	私立中醫診所	天喜中醫診所	彰化縣鹿港鎮泰興里中山路５０號１、２樓	4	7741981	4	24	A		19991123
3	3837021149	私立中醫診所	侯阿六中醫診所	彰化縣鹿港鎮泰興里彰鹿路８段１６號	4	7762196	4	24	A		20000705
3	3837021158	私立中醫診所	一品堂鹿港中醫診所	彰化縣鹿港鎮永安里中正路４２２號	4	7745599	4	24	A		20000720
3	3837021185	私立中醫診所	張良松中醫診所	彰化縣鹿港鎮永安里復興路３４２號	4	7781222	4	24	A		20030827
3	3837021201	私立中醫診所	鹿誠中醫診所	彰化縣鹿港鎮民權路８６號	4	7779900	4	24	A		20050527
3	3837021210	私立中醫診所	宜德中醫診所	彰化縣鹿港鎮大有里民族路215號	4	7766866	4	24	A		20081201
3	3837021229	私立中醫診所	慶林中醫診所	彰化縣鹿港鎮中興里民權路１９１、１９１之１號１樓	4	7767649	4	24	A		20131127
3	3837021238	私立中醫診所	龍山中醫診所	彰化縣鹿港鎮街尾里復興南路６８號１樓	4	7756780	4	24	A		20131205
3	3837021247	私立中醫診所	國寶中醫診所	彰化縣鹿港鎮中興里中山路３０５號１樓	4	7789153	4	24	A		20131224
3	3837021256	私立中醫診所	元貞中醫診所	彰化縣鹿港鎮中正路１８３號１樓	4	7772205	4	24	A	20230526	20150501
3	3837021265	私立中醫診所	王志永中醫診所	彰化縣鹿港鎮郭厝里３鄰鹿草路一段９５號１樓	4	7780629	4	24	A		20150703
3	3837021274	私立中醫診所	文禾中醫診所	彰化縣鹿港鎮復興路３７４號１樓	4	7773955	4	24	A		20151016
3	3837021283	私立中醫診所	暘谷堂中醫診所	彰化縣鹿港鎮景福里萬壽路１６６號１樓	4	7750236	4	24	A	20240312	20160719
3	3837021292	私立中醫診所	佳安堂中醫診所	彰化縣鹿港鎮彰鹿路八段１３－１號１樓	4	7779420	4	24	A		20191220
3	3837021309	私立中醫診所	生命樹中醫診所	彰化縣鹿港鎮中正路１５５號１樓	4	7788976	4	24	A		20200401
3	3837021318	私立中醫診所	暘谷堂中醫診所	彰化縣鹿港鎮景福里萬壽路１６６號１樓	4	7750236	4	26	A		20240312
3	3837021327	私立中醫診所	沐椿中醫診所	彰化縣鹿港鎮泰興里三民路６號１．２樓	4	7781161	4	26	A		20250505
3	3837030031	私立中醫診所	施明昭中醫診所	彰化縣和美鎮和北里彰美路六段７９．８１號	4	7552933	4	24	A		19950301
3	3837030059	私立中醫診所	賴鵬飛中醫診所	彰化縣和美鎮山犁里鹿和路六段３７１號	4	7563945	4	24	A		19950301
3	3837030068	私立中醫診所	國惠中醫診所	彰化縣和美鎮和西里和卿路１８３號	4	7561209	4	24	A		19950301
3	3837030095	私立中醫診所	一品堂中醫診所	彰化縣和美鎮和西里永樂路６３號	4	7557899	4	24	A		19981109
3	3837030102	私立中醫診所	三泰堂中醫診所	彰化縣和美鎮和東里仁美路１４號	4	7573162	4	24	A	20250109	19981231
3	3837031127	私立中醫診所	天水堂中醫診所	彰化縣和美鎮和北里彰美路6段40號	4	7575656	4	24	A		20010119
3	3837031154	私立中醫診所	杏雄堂中醫診所	彰化縣和美鎮糖友里糖友一街６８號１樓	4	7365655	4	24	A		20030515
3	3837031181	私立中醫診所	德美中醫診所	彰化縣和美鎮和東里愛民路３５號１樓	4	7540666	4	24	A		20090721
3	3837031190	私立中醫診所	宏安中醫診所	彰化縣和美鎮中正路１５６號	4	7567299	4	24	A		20091105
3	3837031207	私立中醫診所	天吉保中醫診所	彰化縣和美鎮山梨里道周路２８８號１樓	4	7555355	4	24	A	20241208	20110512
3	3837031216	私立中醫診所	東方中醫診所	彰化縣和美鎮仁安路９、１１、１３號	4	7578578	4	24	A		20191023
3	3837031225	私立中醫診所	品豪中醫診所	彰化縣和美鎮柑井里彰美路四段１９３號１樓	4	7585999	4	26	A		20230928
3	3837031234	私立中醫診所	德宜中醫診所	彰化縣和美鎮和東里仁安路２１５號１樓	4	7561358	4	26	A		20241202
3	3837040019	私立中醫診所	順成中醫診所	彰化縣北斗鎮新政里中正路１８０號	4	8882397	4	24	A		19950301
3	3837040037	私立中醫診所	振興中醫診所	彰化縣北斗鎮七星里七星巷８號	4	8882339	4	24	A		19950301
3	3837040046	私立中醫診所	真元堂中醫診所	彰化縣北斗鎮新政里中正路１４９號	4	8889169	4	24	A		19950405
3	3837040064	私立中醫診所	懷賜中醫診所	彰化縣北斗鎮五權里斗苑路一段１０９號	4	8882426	4	24	A		19980627
3	3837040073	私立中醫診所	護元堂中醫診所	彰化縣北斗鎮居仁里宮後街２６–２號	4	8888909	4	24	A		19990628
3	3837041089	私立中醫診所	人和堂中醫診所	彰化縣北斗鎮文昌里後溪巷９號１樓	4	8889138	4	24	A		20060323
3	3837041098	私立中醫診所	寶田中醫診所	彰化縣北斗鎮新政里中華路２６０號	4	8872153	4	24	A		20061102
3	3837041105	私立中醫診所	勢登中醫診所	彰化縣北斗鎮斗苑路一段９４號	4	8872347	4	24	A		20081115
3	3837041114	私立中醫診所	邱瑞章中醫診所	彰化縣北斗鎮西安里中山路二段１７６號１樓	4	8885001	4	24	A		20091113
3	3837050033	私立中醫診所	進安中醫診所	彰化縣員林市民生里中正路１３２號	4	8329311	4	24	A		19950301
3	3837050088	私立中醫診所	德安中醫診所	彰化縣員林市光明里中正路４２９號	4	8324271	4	24	A	20240912	19950301
3	3837050097	私立中醫診所	順規中醫診所	彰化縣員林市惠來里光明南街４７號１樓	4	8320421	4	24	A		19950301
3	3837050131	私立中醫診所	華成中醫診所	彰化縣員林市三條里大同路一段１７５號	4	8358175	4	24	A		19950301
3	3837050186	私立中醫診所	許文輝中醫診所	彰化縣員林市民生里永昌街７號	4	8326909	4	24	A	20240327	19950301
3	3837050202	私立中醫診所	順星中醫診所	彰化縣員林市三橋里育英路５８０號	4	8354502	4	24	A	20220304	19950301
3	3837050239	私立中醫診所	昇德中醫診所	彰化縣員林市惠來里中山南路７６號	4	8355455	4	24	A		19950301
3	3837050266	私立中醫診所	健元中醫診所	彰化縣員林市新生里靜修路６２號	4	8360770	4	24	A		19950301
3	3837050319	私立中醫診所	王淑貞中醫診所	彰化縣員林市實踐街５８號	4	8351573	4	24	A	20230817	19950301
3	3837050364	私立中醫診所	益祥中醫診所	彰化縣員林市三和里三條街５２１號	4	8350326	4	24	A		19950301
3	3837050426	私立中醫診所	張家禎中醫診所	彰化縣員林市大同路１段２８１號	4	8331673	4	24	A		19960504
3	3837050453	私立中醫診所	李金記中醫診所	彰化縣員林市三信里中山路二段１４４號	4	8330995	4	24	A		19970312
3	3837050524	私立中醫診所	徐宏杰中醫診所	彰化縣員林市仁美里浮圳路２段５１３號	4	8338825	4	24	A		19981026
3	3837050579	私立中醫診所	仁愛中醫聯合診所	彰化縣員林市惠來里中山南路３６號	4	8321019	4	24	A	20230105	19990224
3	3837050604	私立中醫診所	全誼中醫診所	彰化縣員林市員東路二段７７號１、２樓	4	8370779	4	24	A		19991103
3	3837051638	私立中醫診所	陳茂雄中醫診所	彰化縣員林市仁美里靜修東路１８９，１９１號	4	8353820	4	24	A		20001030
3	3837051647	私立中醫診所	陳進興中醫診所	彰化縣員林市仁美里林森路４１７號	4	8310990	4	24	A		20001110
3	3837051665	私立中醫診所	金育中醫診所	彰化縣員林市三信里大仁南街１３號１樓	4	8385917	4	24	A		20011129
3	3837051674	私立中醫診所	曾富雄慈生中醫診所	彰化縣員林市黎明里南昌路５０號	4	8321134	4	24	A		20020205
3	3837051709	私立中醫診所	傅仰明中醫診所	彰化縣員林市忠孝里忠孝街１８０號１樓	4	8341316	4	24	A		20030117
3	3837051718	私立中醫診所	同慶堂中醫診所	彰化縣員林市三信里中山路２段３７６號	4	8342052	4	24	A		20030213
3	3837051736	私立中醫診所	蕭森霖中醫診所	彰化縣員林市中正路９６號	4	8391368	4	24	A		20030828
3	3837051763	私立中醫診所	弘益中醫診所	彰化縣員林市惠來里南昌路４９號	4	8350370	4	24	A		20041111
3	3837051790	私立中醫診所	日安堂中醫診所	彰化縣員林市三信里中山路二段３１５號	4	8392391	4	24	A		20050223
3	3837051816	私立中醫診所	英仁中醫診所	彰化縣員林市忠孝里員水路二段３７６號２樓	4	8341185	4	24	A		20060117
3	3837051861	私立中醫診所	神農中醫診所	彰化縣員林市中正路４００巷１３號	4	8369988	4	24	A	20250401	20070216
3	3837051870	私立中醫診所	廖崇成中醫診所	彰化縣員林市員水路二段５６６巷３０號	4	8341063	4	24	A		20070706
3	3837051905	私立中醫診所	嵩德堂中醫診所	彰化縣員林市大同路２段１７１號１樓	4	8385986	4	24	A		20080402
3	3837051923	私立中醫診所	德欣中醫診所	彰化縣員林市林森路２１９號	4	8364567	4	24	A	20251031	20081107
3	3837051969	私立中醫診所	回春中醫診所	彰化縣員林市大明里員集路一段２２４、２２６號	4	8739873	4	24	A		20100916
3	3837051996	私立中醫診所	晶璽中醫診所	彰化縣員林市忠孝里大同路１段７５號１樓	4	8369769	4	24	A		20111208
3	3837052046	私立中醫診所	雅崇中醫診所	彰化縣員林市三和里正興街５８號１樓	4	8395663	4	24	A		20131213
3	3837052064	私立中醫診所	禾安中醫診所	彰化縣員林市忠孝里員東路２段４２５、４２７、４２７－１號	4	8381522	4	24	A		20140801
3	3837052082	私立中醫診所	張乙誠中醫診所	彰化縣員林市三條里成功東路２７８號１樓	4	8338787	4	24	A		20141112
3	3837052091	私立中醫診所	廣吉中醫診所	彰化縣員林市三愛里浮圳路二段３８８號１樓	4	8321933	4	24	A		20150101
3	3837052126	私立中醫診所	蘭平中醫診所	彰化縣員林市三條里員水路二段２７８、２８０號１樓	4	8339270	4	24	A		20150801
3	3837052135	私立中醫診所	宸康中醫診所	彰化縣員林市新生里莒光路２８３號１樓	4	8382598	4	24	A		20150808
3	3837052153	私立中醫診所	治嘉中醫診所	彰化縣員林市南平里新生路２７９號１樓	4	8393893	4	24	A		20160707
3	3837052162	私立中醫診所	統銓中醫診所	彰化縣員林市新興里正興街３６８號、３６８號２樓	4	8368288	4	24	A		20160901
